Parcela	X	Y	Nom_definitiu	Solitary	Separing_honeybees	Group	Functional_group_Rocka	Familia	Nom_planta	Codi_planta	Plant	Frequencia
24	1.92	41.31	Empididae	Solitary	Diptera	Diptera	Small_flies	Empididae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	2
27	1.91	41.29	Empididae	Solitary	Diptera	Diptera	Small_flies	Empididae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
29	1.91	41.30	Empididae	Solitary	Diptera	Diptera	Small_flies	Empididae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	2
30	1.90	41.30	Empididae	Solitary	Diptera	Diptera	Small_flies	Empididae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
33	1.85	41.28	Empididae	Solitary	Diptera	Diptera	Small_flies	Empididae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
37	1.86	41.27	Empididae	Solitary	Diptera	Diptera	Small_flies	Empididae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	3
9	1.90	41.32	Gymnosoma	Solitary	Diptera	Diptera	Small_flies	Tachinidae	Euphorbia_flavicoma	EFL	EFL	1
30	1.90	41.30	Gymnosoma	Solitary	Diptera	Diptera	Small_flies	Tachinidae	Euphorbia_flavicoma	EFL	EFL	2
2	1.91	41.30	Mosca_petita_1	Solitary	Diptera	Diptera	Small_flies	Fly	Rosmarinus_officinalis	ROF	ROF	1
5	1.87	41.28	Mosca_petita_2	Solitary	Diptera	Diptera	Small_flies	Fly	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
28	1.93	41.29	Mosca_petita_3	Solitary	Diptera	Diptera	Small_flies	Fly	Rosmarinus_officinalis	ROF	ROF	1
14	1.93	41.31	Eurydema_oleracea	Solitary	Heteroptera	Heteroptera	Bugs	Pentatomidae	Euphorbia_flavicoma	EFL	EFL	2
40	1.90	41.29	Hadrodemus_m-flavum	Solitary	Heteroptera	Heteroptera	Bugs	Miridae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
17	1.92	41.31	Heteropter_marró_sense_punts	Solitary	Heteroptera	Heteroptera	Bugs	Heteroptera	Euphorbia_flavicoma	EFL	EFL	1
40	1.90	41.29	Miridae_1	Solitary	Heteroptera	Heteroptera	Bugs	Miridae	Rosmarinus_officinalis	ROF	ROF	2
4	1.88	41.28	Miridae_2	Solitary	Heteroptera	Heteroptera	Bugs	Miridae	Rosmarinus_officinalis	ROF	ROF	1
34	1.84	41.28	Miridae_3	Solitary	Heteroptera	Heteroptera	Bugs	Miridae	Helianthemum_oelandicum	HOE	HOE	1
14	1.93	41.31	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Cistus_albidus	CAL	CAL	1
37	1.86	41.27	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Cistus_albidus	CAL	CAL	4
32	1.87	41.28	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Cistus_salviifolius	CSA	CSA	3
33	1.85	41.28	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Cistus_salviifolius	CSA	CSA	4
38	1.88	41.27	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Cistus_salviifolius	CSA	CSA	2
39	1.88	41.26	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Cistus_salviifolius	CSA	CSA	1
7	1.86	41.30	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Calicotome_spinosa	CSP	CSP	1
2	1.91	41.30	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Euphorbia_flavicoma	EFL	EFL	1
5	1.87	41.28	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Euphorbia_flavicoma	EFL	EFL	1
3	1.90	41.28	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Erica_multiflora	EMU	EMU	1
39	1.88	41.26	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Fumana	FLA	FLA	1
25	1.87	41.30	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Helianthemum_oelandicum	HOE	HOE	1
13	1.88	41.31	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Prunus_sp.	PRUNUS	PRUNUS	3
1	1.92	41.27	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	40
2	1.91	41.30	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	161
3	1.90	41.28	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	120
4	1.88	41.28	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	106
5	1.87	41.28	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	60
6	1.86	41.29	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	19
7	1.86	41.30	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	19
8	1.87	41.30	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	24
9	1.90	41.32	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	69
10	1.91	41.28	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	33
11	1.87	41.29	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	14
12	1.92	41.29	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	27
13	1.88	41.31	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	20
14	1.93	41.31	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	137
15	1.88	41.30	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	47
16	1.89	41.30	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	19
17	1.92	41.31	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	59
18	1.90	41.31	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	58
19	1.92	41.31	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	126
20	1.91	41.31	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	133
21	1.88	41.30	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	35
22	1.94	41.31	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	20
23	1.88	41.29	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	93
24	1.92	41.31	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	184
25	1.87	41.30	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	57
26	1.91	41.29	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	2
27	1.91	41.29	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	11
28	1.93	41.29	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	1
30	1.90	41.30	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	70
31	1.85	41.30	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	24
32	1.87	41.28	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	66
33	1.85	41.28	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	34
34	1.84	41.28	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	1
36	1.84	41.27	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	11
37	1.86	41.27	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	13
38	1.88	41.27	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	21
39	1.88	41.26	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	8
40	1.90	41.29	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	13
1	1.92	41.27	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	3
2	1.91	41.30	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	4
4	1.88	41.28	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	10
5	1.87	41.28	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	4
6	1.86	41.29	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	1
7	1.86	41.30	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	10
8	1.87	41.30	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	2
9	1.90	41.32	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	2
11	1.87	41.29	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	4
12	1.92	41.29	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	3
13	1.88	41.31	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	2
14	1.93	41.31	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	4
15	1.88	41.30	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	1
16	1.89	41.30	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	9
19	1.92	41.31	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	14
20	1.91	41.31	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	2
21	1.88	41.30	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	2
22	1.94	41.31	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	3
23	1.88	41.29	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	1
24	1.92	41.31	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	1
25	1.87	41.30	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	2
26	1.91	41.29	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	1
27	1.91	41.29	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	1
28	1.93	41.29	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	4
29	1.91	41.30	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	12
30	1.90	41.30	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	4
31	1.85	41.30	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	3
32	1.87	41.28	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	20
33	1.85	41.28	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	16
34	1.84	41.28	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	5
35	1.83	41.28	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	1
36	1.84	41.27	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	71
37	1.86	41.27	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	23
38	1.88	41.27	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	11
39	1.88	41.26	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	6
1	1.92	41.27	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	16
2	1.91	41.30	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	12
3	1.90	41.28	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
4	1.88	41.28	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	3
6	1.86	41.29	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	8
8	1.87	41.30	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	6
9	1.90	41.32	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	11
11	1.87	41.29	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	3
12	1.92	41.29	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	8
13	1.88	41.31	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	5
14	1.93	41.31	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
15	1.88	41.30	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	7
16	1.89	41.30	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	20
19	1.92	41.31	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	3
22	1.94	41.31	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	2
27	1.91	41.29	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
28	1.93	41.29	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
29	1.91	41.30	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	20
30	1.90	41.30	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
31	1.85	41.30	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	9
32	1.87	41.28	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	17
33	1.85	41.28	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	4
34	1.84	41.28	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	15
35	1.83	41.28	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	2
36	1.84	41.27	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	56
37	1.86	41.27	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	41
38	1.88	41.27	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	49
39	1.88	41.26	Apis	Honeybees	Honeybees	Honeybees	Long-tongued_large_bees	Apidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	7
29	1.91	41.30	Butterfly	Solitary	Lepidoptera	Lepidoptera	Butterfly	Butterfly	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	2
25	1.87	41.30	Callophrys_rubi	Solitary	Lepidoptera	Lepidoptera	Butterfly	Lycaenidae	Rosmarinus_officinalis	ROF	ROF	1
34	1.84	41.28	Gonopteryx_cleopatra	Solitary	Lepidoptera	Lepidoptera	Butterfly	Pieridae	Aphyllanthes_monspeliensis	AMO	AMO	1
15	1.88	41.30	Leptidea_sinapis	Solitary	Lepidoptera	Lepidoptera	Butterfly	Pieridae	Rosmarinus_officinalis	ROF	ROF	1
25	1.87	41.30	Pieris_rapae	Solitary	Lepidoptera	Lepidoptera	Butterfly	Pieridae	Rosmarinus_officinalis	ROF	ROF	1
34	1.84	41.28	Pseudophilotes_panoptes	Solitary	Lepidoptera	Lepidoptera	Butterfly	Lycaenidae	Helianthemum_oelandicum	HOE	HOE	1
1	1.92	41.27	Pseudophilotes_panoptes	Solitary	Lepidoptera	Lepidoptera	Butterfly	Lycaenidae	Thymus_vulgaris_Female	TVUF	TVU	1
4	1.88	41.28	Pseudophilotes_panoptes	Solitary	Lepidoptera	Lepidoptera	Butterfly	Lycaenidae	Thymus_vulgaris_Female	TVUF	TVU	1
8	1.87	41.30	Pseudophilotes_panoptes	Solitary	Lepidoptera	Lepidoptera	Butterfly	Lycaenidae	Thymus_vulgaris_Female	TVUF	TVU	1
13	1.88	41.31	Pseudophilotes_panoptes	Solitary	Lepidoptera	Lepidoptera	Butterfly	Lycaenidae	Thymus_vulgaris_Female	TVUF	TVU	1
14	1.93	41.31	Pseudophilotes_panoptes	Solitary	Lepidoptera	Lepidoptera	Butterfly	Lycaenidae	Thymus_vulgaris_Female	TVUF	TVU	1
16	1.89	41.30	Pseudophilotes_panoptes	Solitary	Lepidoptera	Lepidoptera	Butterfly	Lycaenidae	Thymus_vulgaris_Female	TVUF	TVU	1
19	1.92	41.31	Pseudophilotes_panoptes	Solitary	Lepidoptera	Lepidoptera	Butterfly	Lycaenidae	Thymus_vulgaris_Female	TVUF	TVU	4
23	1.88	41.29	Pseudophilotes_panoptes	Solitary	Lepidoptera	Lepidoptera	Butterfly	Lycaenidae	Thymus_vulgaris_Female	TVUF	TVU	1
29	1.91	41.30	Pseudophilotes_panoptes	Solitary	Lepidoptera	Lepidoptera	Butterfly	Lycaenidae	Thymus_vulgaris_Female	TVUF	TVU	1
30	1.90	41.30	Pseudophilotes_panoptes	Solitary	Lepidoptera	Lepidoptera	Butterfly	Lycaenidae	Thymus_vulgaris_Female	TVUF	TVU	2
34	1.84	41.28	Pseudophilotes_panoptes	Solitary	Lepidoptera	Lepidoptera	Butterfly	Lycaenidae	Thymus_vulgaris_Female	TVUF	TVU	1
36	1.84	41.27	Pseudophilotes_panoptes	Solitary	Lepidoptera	Lepidoptera	Butterfly	Lycaenidae	Thymus_vulgaris_Female	TVUF	TVU	1
40	1.90	41.29	Pseudophilotes_panoptes	Solitary	Lepidoptera	Lepidoptera	Butterfly	Lycaenidae	Thymus_vulgaris_Female	TVUF	TVU	1
2	1.91	41.30	Pseudophilotes_panoptes	Solitary	Lepidoptera	Lepidoptera	Butterfly	Lycaenidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
16	1.89	41.30	Pseudophilotes_panoptes	Solitary	Lepidoptera	Lepidoptera	Butterfly	Lycaenidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
21	1.88	41.30	Pseudophilotes_panoptes	Solitary	Lepidoptera	Lepidoptera	Butterfly	Lycaenidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
22	1.94	41.31	Pseudophilotes_panoptes	Solitary	Lepidoptera	Lepidoptera	Butterfly	Lycaenidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
29	1.91	41.30	Pseudophilotes_panoptes	Solitary	Lepidoptera	Lepidoptera	Butterfly	Lycaenidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	3
32	1.87	41.28	Pseudophilotes_panoptes	Solitary	Lepidoptera	Lepidoptera	Butterfly	Lycaenidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
36	1.84	41.27	Pseudophilotes_panoptes	Solitary	Lepidoptera	Lepidoptera	Butterfly	Lycaenidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
37	1.86	41.27	Pseudophilotes_panoptes	Solitary	Lepidoptera	Lepidoptera	Butterfly	Lycaenidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
24	1.92	41.31	Adela_aldrovandella	Solitary	Lepidoptera	Lepidoptera	Moth	Adelidae	Biscutella_laevigata	BLA	BLA	1
34	1.84	41.28	Adela_aldrovandella	Solitary	Lepidoptera	Lepidoptera	Moth	Adelidae	Dorycnium_pentaphyllum	DPE	DPE	1
17	1.92	41.31	Adela_aldrovandella	Solitary	Lepidoptera	Lepidoptera	Moth	Adelidae	Rosmarinus_officinalis	ROF	ROF	2
18	1.90	41.31	Adela_aldrovandella	Solitary	Lepidoptera	Lepidoptera	Moth	Adelidae	Rosmarinus_officinalis	ROF	ROF	1
20	1.91	41.31	Adela_aldrovandella	Solitary	Lepidoptera	Lepidoptera	Moth	Adelidae	Rosmarinus_officinalis	ROF	ROF	3
21	1.88	41.30	Adela_aldrovandella	Solitary	Lepidoptera	Lepidoptera	Moth	Adelidae	Rosmarinus_officinalis	ROF	ROF	2
23	1.88	41.29	Adela_aldrovandella	Solitary	Lepidoptera	Lepidoptera	Moth	Adelidae	Rosmarinus_officinalis	ROF	ROF	1
24	1.92	41.31	Adela_aldrovandella	Solitary	Lepidoptera	Lepidoptera	Moth	Adelidae	Rosmarinus_officinalis	ROF	ROF	6
7	1.86	41.30	Adela_aldrovandella	Solitary	Lepidoptera	Lepidoptera	Moth	Adelidae	Thymus_vulgaris_Female	TVUF	TVU	2
19	1.92	41.31	Adela_aldrovandella	Solitary	Lepidoptera	Lepidoptera	Moth	Adelidae	Thymus_vulgaris_Female	TVUF	TVU	1
20	1.91	41.31	Adela_aldrovandella	Solitary	Lepidoptera	Lepidoptera	Moth	Adelidae	Thymus_vulgaris_Female	TVUF	TVU	1
21	1.88	41.30	Adela_aldrovandella	Solitary	Lepidoptera	Lepidoptera	Moth	Adelidae	Thymus_vulgaris_Female	TVUF	TVU	3
22	1.94	41.31	Adela_aldrovandella	Solitary	Lepidoptera	Lepidoptera	Moth	Adelidae	Thymus_vulgaris_Female	TVUF	TVU	4
8	1.87	41.30	Adela_aldrovandella	Solitary	Lepidoptera	Lepidoptera	Moth	Adelidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	2
15	1.88	41.30	Adela_aldrovandella	Solitary	Lepidoptera	Lepidoptera	Moth	Adelidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	2
21	1.88	41.30	Adela_aldrovandella	Solitary	Lepidoptera	Lepidoptera	Moth	Adelidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
22	1.94	41.31	Adela_aldrovandella	Solitary	Lepidoptera	Lepidoptera	Moth	Adelidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	5
24	1.92	41.31	Adela_aldrovandella	Solitary	Lepidoptera	Lepidoptera	Moth	Adelidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	2
20	1.91	41.31	Microlepidoptera	Solitary	Lepidoptera	Lepidoptera	Moth	Microlepidoptera	Rosmarinus_officinalis	ROF	ROF	1
34	1.84	41.28	Microlepidoptera	Solitary	Lepidoptera	Lepidoptera	Moth	Microlepidoptera	Thymus_vulgaris_Female	TVUF	TVU	1
36	1.84	41.27	Microlepidoptera	Solitary	Lepidoptera	Lepidoptera	Moth	Microlepidoptera	Thymus_vulgaris_Female	TVUF	TVU	6
37	1.86	41.27	Microlepidoptera	Solitary	Lepidoptera	Lepidoptera	Moth	Microlepidoptera	Thymus_vulgaris_Female	TVUF	TVU	1
38	1.88	41.27	Microlepidoptera	Solitary	Lepidoptera	Lepidoptera	Moth	Microlepidoptera	Thymus_vulgaris_Female	TVUF	TVU	5
34	1.84	41.28	Microlepidoptera	Solitary	Lepidoptera	Lepidoptera	Moth	Microlepidoptera	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
